pick_id,season,week,game,rule,market,side,bet_home,open_num,close_num,edge,confluence,reg_edge,mammoth,away_ab,home_ab,actual_margin,actual_total,win,clv_pts,roi_u
2023-W02-IND@HOU-BBU,2023,2,IND@HOU,bot_vs_bot_under,total,UNDER 40.5,-2,40.5,40.0,40.5,,,0,IND,HOU,-11,51,0.0,0.5,-1.0
2023-W02-KC@JAX-S,2023,2,KC@JAX,sides_model,spread,JAX +3,1,3.0,3.0,0.095,1.0,5.45,0,KC,JAX,-8,26,0.0,0.0,-1.0
2023-W02-KC@JAX-SDFA,2023,2,KC@JAX,spread_dog_cover_fade_away,spread,KC -3,0,3.0,3.0,11.5,,,0,KC,JAX,-8,26,1.0,0.0,0.9090909090909091
2023-W02-SF@LAR-S,2023,2,SF@LAR,sides_model,spread,LAR +6.25,1,6.25,7.0,0.191,0.0,1.15,0,SF,LAR,-7,53,0.0,-0.75,-1.0
2023-W02-MIA@NE-S,2023,2,MIA@NE,sides_model,spread,MIA -2.5,0,2.5,1.75,-0.066,0.0,4.38,0,MIA,NE,-7,41,1.0,-0.75,0.9090909090909091
2023-W02-MIA@NE-PTF,2023,2,MIA@NE,primetime_tight_favorite,spread,MIA -2.5,0,2.5,1.75,2.5,,,0,MIA,NE,-7,41,1.0,-0.75,0.9090909090909091
2023-W02-MIA@NE-PTU,2023,2,MIA@NE,primetime_tight_under,total,UNDER 45.5,-2,45.5,46.5,45.5,,,0,MIA,NE,-7,41,1.0,-1.0,0.9090909090909091
2023-W02-MIN@PHI-S,2023,2,MIN@PHI,sides_model,spread,MIN +7,0,-7.0,-6.0,-0.137,0.0,-0.07,0,MIN,PHI,6,62,1.0,1.0,0.9090909090909091
2023-W02-CLE@PIT-S,2023,2,CLE@PIT,sides_model,spread,PIT -1,1,-1.0,2.5,0.105,0.0,-5.29,0,CLE,PIT,4,48,1.0,-3.5,0.9090909090909091
2023-W02-CLE@PIT-FPR,2023,2,CLE@PIT,fade_pr_in_tight_game,spread,PIT -1,1,-1.0,2.5,5.0,,,0,CLE,PIT,4,48,1.0,-3.5,0.9090909090909091
2023-W02-CLE@PIT-PTF,2023,2,CLE@PIT,primetime_tight_favorite,spread,PIT -1,1,-1.0,2.5,1.0,,,0,CLE,PIT,4,48,1.0,-3.5,0.9090909090909091
2023-W02-CLE@PIT-PTU,2023,2,CLE@PIT,primetime_tight_under,total,UNDER 42.5,-2,42.5,39.0,42.5,,,0,CLE,PIT,4,48,0.0,3.5,-1.0
2023-W02-CLE@PIT-SDFH,2023,2,CLE@PIT,spread_dog_cover_fade_home,spread,PIT -1,1,-1.0,2.5,45.5,,,0,CLE,PIT,4,48,1.0,-3.5,0.9090909090909091
2023-W02-CHI@TB-S,2023,2,CHI@TB,sides_model,spread,CHI -1,0,1.0,-2.5,-0.181,0.0,3.56,0,CHI,TB,10,44,0.0,-3.5,-1.0
2023-W02-CHI@TB-TSML,2023,2,CHI@TB,tight_soft_ml_fade_home,spread,CHI -1,0,1.0,-2.5,6.0,,,0,CHI,TB,10,44,0.0,-3.5,-1.0
2023-W02-CHI@TB-BBU,2023,2,CHI@TB,bot_vs_bot_under,total,UNDER 44,-2,44.0,40.75,44.0,,,0,CHI,TB,10,44,,3.25,0.0
2023-W02-CHI@TB-SDFA,2023,2,CHI@TB,spread_dog_cover_fade_away,spread,CHI -1,0,1.0,-2.5,26.0,,,0,CHI,TB,10,44,0.0,-3.5,-1.0
2023-W02-LAC@TEN-S,2023,2,LAC@TEN,sides_model,spread,LAC -3,0,3.0,2.5,-0.088,0.0,2.34,0,LAC,TEN,3,51,0.0,-0.5,-1.0
2023-W03-DAL@ARI-S,2023,3,DAL@ARI,sides_model,spread,ARI +10.75,1,10.75,11.5,0.099,0.0,-2.23,0,DAL,ARI,12,44,1.0,-0.75,0.9090909090909091
2023-W03-DAL@ARI-DKO,2023,3,DAL@ARI,dk_giant_fav_over,total,OVER 42.5,-1,42.5,43.5,12.8,,,0,DAL,ARI,12,44,1.0,1.0,0.9090909090909091
2023-W03-IND@BAL-S,2023,3,IND@BAL,sides_model,spread,BAL -8.25,1,-8.25,-7.5,0.071,0.0,0.32,0,IND,BAL,-3,41,0.0,-0.75,-1.0
2023-W03-LAR@CIN-S,2023,3,LAR@CIN,sides_model,spread,LAR +7,0,-7.0,-3.0,-0.183,1.0,-7.37,0,LAR,CIN,3,35,1.0,4.0,0.9090909090909091
2023-W03-LAR@CIN-SDFH,2023,3,LAR@CIN,spread_dog_cover_fade_home,spread,CIN -7,1,-7.0,-3.0,25.25,,,0,LAR,CIN,3,35,0.0,-4.0,-1.0
2023-W03-ATL@DET-S,2023,3,ATL@DET,sides_model,spread,DET -5.5,1,-5.5,-3.0,0.175,0.0,1.32,0,ATL,DET,14,26,1.0,-2.5,0.9090909090909091
2023-W03-HOU@JAX-S,2023,3,HOU@JAX,sides_model,spread,HOU +7.5,0,-7.5,-7.5,-0.207,1.0,-5.22,0,HOU,JAX,-20,54,1.0,0.0,0.9090909090909091
2023-W03-HOU@JAX-LLO,2023,3,HOU@JAX,total_low_line_over,total,OVER 45.5,-1,45.5,43.5,-8.38,,,0,HOU,JAX,-20,54,1.0,-2.0,0.9090909090909091
2023-W03-CHI@KC-S,2023,3,CHI@KC,sides_model,spread,CHI +11.5,0,-11.5,-12.5,-0.18,0.0,0.85,0,CHI,KC,31,51,0.0,-1.0,-1.0
2023-W03-CHI@KC-LLO,2023,3,CHI@KC,total_low_line_over,total,OVER 49.5,-1,49.5,48.0,-10.75,,,0,CHI,KC,31,51,1.0,-1.5,0.9090909090909091
2023-W03-PIT@LV-S,2023,3,PIT@LV,sides_model,spread,LV +1,1,1.0,-3.0,0.149,0.0,-0.47,0,PIT,LV,-5,41,0.0,4.0,-1.0
2023-W03-PIT@LV-TSML,2023,3,PIT@LV,tight_soft_ml_fade_home,spread,PIT -1,0,1.0,-3.0,6.8,,,0,PIT,LV,-5,41,1.0,-4.0,0.9090909090909091
2023-W03-PIT@LV-PTF,2023,3,PIT@LV,primetime_tight_favorite,spread,PIT -1,0,1.0,-3.0,1.0,,,0,PIT,LV,-5,41,1.0,-4.0,0.9090909090909091
2023-W03-PIT@LV-PTU,2023,3,PIT@LV,primetime_tight_under,total,UNDER 44,-2,44.0,43.5,44.0,,,0,PIT,LV,-5,41,1.0,0.5,0.9090909090909091
2023-W03-DEN@MIA-S,2023,3,DEN@MIA,sides_model,spread,MIA -6,1,-6.0,-6.0,0.088,0.0,1.4,0,DEN,MIA,50,90,1.0,0.0,0.9090909090909091
2023-W03-LAC@MIN-S,2023,3,LAC@MIN,sides_model,spread,LAC -2,0,2.0,0.0,-0.034,0.0,0.73,0,LAC,MIN,-4,52,1.0,-2.0,0.9090909090909091
2023-W03-NE@NYJ-TSML,2023,3,NE@NYJ,tight_soft_ml_fade_home,spread,NE -1.75,0,1.75,2.5,5.5,,,0,NE,NYJ,-5,25,1.0,0.75,0.9090909090909091
2023-W03-NYG@SF-S,2023,3,NYG@SF,sides_model,spread,NYG +9.5,0,-9.5,-10.5,-0.121,0.0,4.69,0,NYG,SF,18,42,0.0,-1.0,-1.0
2023-W03-PHI@TB-S,2023,3,PHI@TB,sides_model,spread,TB +6.5,1,6.5,3.0,0.195,1.0,9.0,0,PHI,TB,-14,36,0.0,3.5,-1.0
2023-W03-BUF@WAS-S,2023,3,BUF@WAS,sides_model,spread,WAS +6,1,6.0,5.5,0.109,1.0,3.75,0,BUF,WAS,-34,40,0.0,0.5,-1.0
2023-W04-MIA@BUF-S,2023,4,MIA@BUF,sides_model,spread,MIA +3,0,-3.0,-2.5,-0.045,1.0,-4.84,0,MIA,BUF,28,68,0.0,0.5,-1.0
2023-W04-MIN@CAR-S,2023,4,MIN@CAR,sides_model,spread,CAR +3,1,3.0,4.5,0.101,1.0,1.75,0,MIN,CAR,-8,34,0.0,-1.5,-1.0
2023-W04-DEN@CHI-S,2023,4,DEN@CHI,sides_model,spread,DEN -2.5,0,2.5,3.0,-0.183,0.0,0.75,0,DEN,CHI,-3,59,1.0,0.5,0.9090909090909091
2023-W04-DEN@CHI-BBU,2023,4,DEN@CHI,bot_vs_bot_under,total,UNDER 44.5,-2,44.5,47.0,44.5,,,0,DEN,CHI,-3,59,0.0,-2.5,-1.0
2023-W04-BAL@CLE-S,2023,4,BAL@CLE,sides_model,spread,BAL -1.5,0,1.5,2.0,-0.302,1.0,-2.47,0,BAL,CLE,-25,31,1.0,0.5,0.9090909090909091
2023-W04-NE@DAL-S,2023,4,NE@DAL,sides_model,spread,NE +7.5,0,-7.5,-6.0,-0.089,1.0,-1.76,0,NE,DAL,35,41,0.0,1.5,-1.0
2023-W04-DET@GB-S,2023,4,DET@GB,sides_model,spread,DET -0,0,0.0,2.5,-0.078,0.0,-0.0,0,DET,GB,-14,54,1.0,2.5,0.9090909090909091
2023-W04-DET@GB-PTU,2023,4,DET@GB,primetime_tight_under,total,UNDER 46,-2,46.0,45.0,46.0,,,0,DET,GB,-14,54,0.0,1.0,-1.0
2023-W04-PIT@HOU-S,2023,4,PIT@HOU,sides_model,spread,PIT -4,0,4.0,3.0,-0.115,1.0,-1.51,0,PIT,HOU,24,36,0.0,-1.0,-1.0
2023-W04-LAR@IND-S,2023,4,LAR@IND,sides_model,spread,LAR -1,0,1.0,1.0,-0.206,0.0,0.07,0,LAR,IND,-6,52,1.0,0.0,0.9090909090909091
2023-W04-LAR@IND-TSML,2023,4,LAR@IND,tight_soft_ml_fade_home,spread,LAR -1,0,1.0,1.0,6.3,,,0,LAR,IND,-6,52,1.0,0.0,0.9090909090909091
2023-W04-ATL@JAX-S,2023,4,ATL@JAX,sides_model,spread,ATL +3,0,-3.0,-3.25,-0.312,1.0,-8.03,0,ATL,JAX,16,30,0.0,-0.25,-1.0
2023-W04-ATL@JAX-LLO,2023,4,ATL@JAX,total_low_line_over,total,OVER 45.5,-1,45.5,42.5,-9.25,,,0,ATL,JAX,16,30,0.0,-3.0,-1.0
2023-W04-LV@LAC-S,2023,4,LV@LAC,sides_model,spread,LV +4.5,0,-4.5,-6.5,-0.203,1.0,-2.59,0,LV,LAC,7,41,0.0,-2.0,-1.0
2023-W04-TB@NO-S,2023,4,TB@NO,sides_model,spread,NO -3.5,1,-3.5,-4.0,0.115,1.0,6.11,0,TB,NO,-17,35,0.0,0.5,-1.0
2023-W04-SEA@NYG-FPR,2023,4,SEA@NYG,fade_pr_in_tight_game,spread,NYG +1.5,1,1.5,2.5,4.9,,,0,SEA,NYG,-21,27,0.0,-1.0,-1.0
2023-W04-SEA@NYG-PTF,2023,4,SEA@NYG,primetime_tight_favorite,spread,SEA -1.5,0,1.5,2.5,1.5,,,0,SEA,NYG,-21,27,1.0,1.0,0.9090909090909091
2023-W04-SEA@NYG-PTU,2023,4,SEA@NYG,primetime_tight_under,total,UNDER 45,-2,45.0,46.0,45.0,,,0,SEA,NYG,-21,27,1.0,-1.0,0.9090909090909091
2023-W04-KC@NYJ-S,2023,4,KC@NYJ,sides_model,spread,NYJ +7.5,1,7.5,8.0,0.073,0.0,-0.13,0,KC,NYJ,-3,43,1.0,-0.5,0.9090909090909091
2023-W04-WAS@PHI-S,2023,4,WAS@PHI,sides_model,spread,PHI -7,1,-7.0,-9.0,0.039,1.0,2.58,0,WAS,PHI,3,65,0.0,2.0,-1.0
2023-W04-ARI@SF-S,2023,4,ARI@SF,sides_model,spread,SF -14.25,1,-14.25,-14.5,0.078,1.0,2.65,0,ARI,SF,19,51,1.0,0.25,0.9090909090909091
2023-W04-ARI@SF-HLU,2023,4,ARI@SF,total_high_line_under,total,UNDER 41,-2,41.0,44.0,12.83,,,0,ARI,SF,19,51,0.0,-3.0,-1.0
2023-W04-CIN@TEN-S,2023,4,CIN@TEN,sides_model,spread,TEN +1.5,1,1.5,2.5,0.063,1.0,6.75,1,CIN,TEN,24,30,1.0,-1.0,0.9090909090909091
2023-W04-CIN@TEN-FPR,2023,4,CIN@TEN,fade_pr_in_tight_game,spread,TEN +1.5,1,1.5,2.5,5.3,,,0,CIN,TEN,24,30,1.0,-1.0,0.9090909090909091
2023-W05-CIN@ARI-S,2023,5,CIN@ARI,sides_model,spread,ARI +7,1,7.0,3.0,0.05,1.0,6.49,0,CIN,ARI,-14,54,0.0,4.0,-1.0
2023-W05-CIN@ARI-SDFA,2023,5,CIN@ARI,spread_dog_cover_fade_away,spread,CIN -7,0,7.0,3.0,19.88,,,0,CIN,ARI,-14,54,1.0,-4.0,0.9090909090909091
2023-W05-HOU@ATL-S,2023,5,HOU@ATL,sides_model,spread,HOU +3.5,0,-3.5,-2.5,-0.183,1.0,-5.51,0,HOU,ATL,2,40,1.0,1.0,0.9090909090909091
2023-W05-HOU@ATL-SDFH,2023,5,HOU@ATL,spread_dog_cover_fade_home,spread,ATL -3.5,1,-3.5,-2.5,12.88,,,0,HOU,ATL,2,40,0.0,-1.0,-1.0
2023-W05-NYJ@DEN-S,2023,5,NYJ@DEN,sides_model,spread,NYJ +3,0,-3.0,-2.5,-0.121,1.0,-7.5,0,NYJ,DEN,-10,52,1.0,0.5,0.9090909090909091
2023-W05-CAR@DET-S,2023,5,CAR@DET,sides_model,spread,CAR +7.5,0,-7.5,-9.5,-0.081,0.0,2.38,0,CAR,DET,18,66,0.0,-2.0,-1.0
2023-W05-TEN@IND-S,2023,5,TEN@IND,sides_model,spread,TEN +1.5,0,-1.5,2.5,-0.049,0.0,-1.44,0,TEN,IND,7,39,0.0,4.0,-1.0
2023-W05-PHI@LAR-S,2023,5,PHI@LAR,sides_model,spread,LAR +6,1,6.0,3.5,0.217,1.0,6.02,0,PHI,LAR,-9,37,0.0,2.5,-1.0
2023-W05-GB@LV-S,2023,5,GB@LV,sides_model,spread,LV +1,1,1.0,-1.25,0.108,0.0,-4.21,0,GB,LV,4,30,1.0,2.25,0.9090909090909091
2023-W05-GB@LV-TSML,2023,5,GB@LV,tight_soft_ml_fade_home,spread,GB -1,0,1.0,-1.25,6.4,,,0,GB,LV,4,30,0.0,-2.25,-1.0
2023-W05-GB@LV-PTF,2023,5,GB@LV,primetime_tight_favorite,spread,GB -1,0,1.0,-1.25,1.0,,,0,GB,LV,4,30,0.0,-2.25,-1.0
2023-W05-GB@LV-PTU,2023,5,GB@LV,primetime_tight_under,total,UNDER 43.5,-2,43.5,45.0,43.5,,,0,GB,LV,4,30,1.0,-1.5,0.9090909090909091
2023-W05-GB@LV-BBU,2023,5,GB@LV,bot_vs_bot_under,total,UNDER 43.5,-2,43.5,45.0,43.5,,,0,GB,LV,4,30,1.0,-1.5,0.9090909090909091
2023-W05-KC@MIN-S,2023,5,KC@MIN,sides_model,spread,KC -6,0,6.0,3.5,-0.151,0.0,3.1,0,KC,MIN,-7,47,1.0,-2.5,0.9090909090909091
2023-W05-NO@NE-S,2023,5,NO@NE,sides_model,spread,NO +2.5,0,-2.5,-2.0,-0.218,1.0,-2.63,1,NO,NE,-34,34,1.0,0.5,0.9090909090909091
2023-W05-NO@NE-TSML,2023,5,NO@NE,tight_soft_ml_fade_home,spread,NO +2.5,0,-2.5,-2.0,4.0,,,0,NO,NE,-34,34,1.0,0.5,0.9090909090909091
2023-W05-BAL@PIT-S,2023,5,BAL@PIT,sides_model,spread,PIT +2.5,1,2.5,4.5,0.242,0.0,-4.3,0,BAL,PIT,7,27,1.0,-2.0,0.9090909090909091
2023-W05-DAL@SF-S,2023,5,DAL@SF,sides_model,spread,DAL +3,0,-3.0,-3.5,-0.038,1.0,-3.77,0,DAL,SF,32,52,0.0,-0.5,-1.0
2023-W05-DAL@SF-PTF,2023,5,DAL@SF,primetime_tight_favorite,spread,SF -3,1,-3.0,-3.5,3.0,,,0,DAL,SF,32,52,1.0,0.5,0.9090909090909091
2023-W05-DAL@SF-PTU,2023,5,DAL@SF,primetime_tight_under,total,UNDER 45.5,-2,45.5,45.0,45.5,,,0,DAL,SF,32,52,0.0,0.5,-1.0
2023-W05-DAL@SF-TTH,2023,5,DAL@SF,top_vs_top_pt_home,spread,SF -3,1,-3.0,-3.5,0.0,,,0,DAL,SF,32,52,1.0,0.5,0.9090909090909091
2023-W05-CHI@WAS-S,2023,5,CHI@WAS,sides_model,spread,WAS -5,1,-5.0,-6.0,0.048,0.0,-0.99,0,CHI,WAS,-20,60,0.0,1.0,-1.0
2023-W06-WAS@ATL-FPR,2023,6,WAS@ATL,fade_pr_in_tight_game,spread,WAS +1.5,0,-1.5,-1.5,3.8,,,0,WAS,ATL,-8,40,1.0,0.0,0.9090909090909091
2023-W06-WAS@ATL-BBU,2023,6,WAS@ATL,bot_vs_bot_under,total,UNDER 42,-2,42.0,42.0,42.0,,,0,WAS,ATL,-8,40,1.0,0.0,0.9090909090909091
2023-W06-NYG@BUF-S,2023,6,NYG@BUF,sides_model,spread,NYG +13,0,-13.0,-15.5,-0.189,0.0,-1.14,0,NYG,BUF,5,23,1.0,-2.5,0.9090909090909091
2023-W06-MIN@CHI-S,2023,6,MIN@CHI,sides_model,spread,CHI +4.25,1,4.25,3.0,0.054,1.0,1.85,0,MIN,CHI,-6,32,0.0,1.25,-1.0
2023-W06-SEA@CIN-SDFH,2023,6,SEA@CIN,spread_dog_cover_fade_home,spread,CIN -2.5,1,-2.5,-3.0,12.38,,,0,SEA,CIN,4,30,1.0,0.5,0.9090909090909091
2023-W06-SF@CLE-U,2023,6,SF@CLE,wind_under,total,UNDER 41.5,-2,41.5,36.0,18.3,,,0,SF,CLE,2,36,1.0,5.5,0.9090909090909091
2023-W06-NO@HOU-S,2023,6,NO@HOU,sides_model,spread,NO -1,0,1.0,2.5,-0.122,1.0,-4.28,1,NO,HOU,7,33,0.0,1.5,-1.0
2023-W06-NO@HOU-TSML,2023,6,NO@HOU,tight_soft_ml_fade_home,spread,NO -1,0,1.0,2.5,6.4,,,0,NO,HOU,7,33,0.0,1.5,-1.0
2023-W06-NO@HOU-HLU,2023,6,NO@HOU,total_high_line_under,total,UNDER 40.5,-2,40.5,42.0,8.83,,,0,NO,HOU,7,33,1.0,-1.5,0.9090909090909091
2023-W06-IND@JAX-S,2023,6,IND@JAX,sides_model,spread,IND +5,0,-5.0,-4.0,-0.075,1.0,-3.01,0,IND,JAX,17,57,0.0,1.0,-1.0
2023-W06-DEN@KC-S,2023,6,DEN@KC,sides_model,spread,DEN +10.5,0,-10.5,-10.5,-0.132,0.0,0.45,0,DEN,KC,11,27,0.0,0.0,-1.0
2023-W06-DEN@KC-U,2023,6,DEN@KC,wind_under,total,UNDER 51,-2,51.0,47.5,19.7,,,0,DEN,KC,11,27,1.0,3.5,0.9090909090909091
2023-W06-DAL@LAC-S,2023,6,DAL@LAC,sides_model,spread,DAL -2.5,0,2.5,1.5,-0.127,1.0,-2.04,0,DAL,LAC,-3,37,1.0,-1.0,0.9090909090909091
2023-W06-DAL@LAC-PTF,2023,6,DAL@LAC,primetime_tight_favorite,spread,DAL -2.5,0,2.5,1.5,2.5,,,0,DAL,LAC,-3,37,1.0,-1.0,0.9090909090909091
2023-W06-DAL@LAC-PTU,2023,6,DAL@LAC,primetime_tight_under,total,UNDER 47.5,-2,47.5,50.0,47.5,,,0,DAL,LAC,-3,37,1.0,-2.5,0.9090909090909091
2023-W06-DAL@LAC-TTH,2023,6,DAL@LAC,top_vs_top_pt_home,spread,LAC +2.5,1,2.5,1.5,0.0,,,0,DAL,LAC,-3,37,0.0,1.0,-1.0
2023-W06-NE@LV-S,2023,6,NE@LV,sides_model,spread,NE +1.5,0,-1.5,-3.0,-0.096,1.0,-4.38,0,NE,LV,4,38,0.0,-1.5,-1.0
2023-W06-NE@LV-BBU,2023,6,NE@LV,bot_vs_bot_under,total,UNDER 42.5,-2,42.5,41.5,42.5,,,0,NE,LV,4,38,1.0,1.0,0.9090909090909091
2023-W06-CAR@MIA-S,2023,6,CAR@MIA,sides_model,spread,CAR +10.75,0,-10.75,-14.0,-0.06,0.0,5.19,0,CAR,MIA,21,63,0.0,-3.25,-1.0
2023-W06-PHI@NYJ-U,2023,6,PHI@NYJ,wind_under,total,UNDER 42.5,-2,42.5,43.0,15.5,,,0,PHI,NYJ,6,34,1.0,-0.5,0.9090909090909091
