feature,imp,std
off_redzone_scoring_perc,8.527830463547214e-05,0.0009263235722431688
def_consecutive_home_away,8.362832768809003e-05,0.0001460271302225404
def_backup_qb,7.225651622493335e-05,0.00018403950345084776
off_opp_3rddown_conv,6.987841976620057e-05,0.0014717108820782357
off_off_time_to_throw_s2d,6.752681752033584e-05,0.0005598929442899364
off_def_pass_sr_allowed_s2d,6.412496869527829e-05,0.00016871689942608926
off_rush_edge_s2d,6.049191502475182e-05,0.0010064503958067369
off_off_ftn_no_huddle_s2d,5.959844193355046e-05,0.0005681462231953951
off_off_pass_success_rate_s2d,5.6511765944988744e-05,8.87767786698937e-05
edge_home_last3,2.7156956295892875e-05,0.0005765766295125599
def_off_throwaway_rate_s2d,1.9743055608523185e-05,0.00041783624873415143
off_def_pts_per_drive_allowed_s2d,1.8923378359114728e-05,0.0003064579107010601
def_off_rush_epa_neutral_s2d,1.5767275352795984e-05,0.0005358684921463403
def_off_pts_per_drive_s2d,1.5381786743007277e-05,2.817607883562387e-05
off_off_plays_seen,1.0266256804802864e-05,3.428288689957308e-05
def_last_ou,7.436472756006119e-06,0.00033333145106878044
def_def_pass_sr_allowed_s2d,6.490264423830716e-06,0.000956773307182074
def_off_no_huddle_s2d,0.0,0.0
off_off_explosive_pass_s2d,0.0,0.0
off_off_ed_rush_epa_s2d,0.0,0.0
def_rest,0.0,0.0
is_mon,0.0,0.0
off_def_plays_seen,0.0,0.0
off_def_pass_success_allowed_s2d,0.0,0.0
off_off_explosive_rush_s2d,0.0,0.0
off_off_ed_pass_epa_s2d,0.0,0.0
def_off_pass_success_rate_s2d,0.0,0.0
off_def_ed_pass_epa_allowed_s2d,0.0,0.0
def_off_plays_seen,0.0,0.0
off_secondary_listed,0.0,0.0
off_days_between_games,0.0,0.0
def_off_explosive_rush_s2d,0.0,0.0
min_plays_seen,0.0,0.0
def_off_explosive_pass_s2d,0.0,0.0
is_sun,0.0,0.0
primetime,0.0,0.0
div_game,0.0,0.0
def_def_td_per_drive_allowed_s2d,0.0,0.0
def_def_three_and_out_forced_s2d,0.0,0.0
any_backup_qb,0.0,0.0
off_off_td_per_drive_s2d,0.0,0.0
off_off_rush_success_rate_s2d,0.0,0.0
league_game,0.0,0.0
off_off_drive_turnover_rate_s2d,0.0,0.0
def_def_ed_pass_epa_allowed_s2d,0.0,0.0
conference_game,0.0,0.0
game_time,0.0,0.0
off_qb_out_or_doubtful,0.0,0.0
def_off_drive_turnover_rate_s2d,0.0,0.0
off_last_ou,0.0,0.0
def_def_ed_rush_epa_allowed_s2d,0.0,0.0
off_off_pts_per_drive_s2d,0.0,0.0
game_stadium_dome,0.0,0.0
def_off_ed_pass_epa_s2d,0.0,0.0
def_off_ed_rush_epa_s2d,0.0,0.0
is_thu,0.0,0.0
dome_closed,0.0,0.0
def_off_ed_success_s2d,-6.241273579488116e-06,6.397076403381908e-05
def_off_ppd_s2d,-1.570289361769728e-05,0.0002766857192005576
def_def_motion_epa_allowed_s2d,-2.0023853597050944e-05,0.006559347553900071
off_skill_listed,-2.0867873279550864e-05,0.0001485615849047562
def_off_cpoe_s2d,-2.47641125953324e-05,0.0017696674321749143
def_off_plays_per_game_s2d,-4.26228764976555e-05,0.00025718311033165697
def_def_ppd_allowed_s2d,-4.74636781317761e-05,0.00010965807627386987
ref_total_pts_avg,-5.0119263677150805e-05,0.0008283182889439417
hnet_rush_sr,-5.683238268379131e-05,0.00012167231207080868
def_def_plays_seen,-6.111111217603771e-05,0.00037438686303045286
edge_home_s2d,-8.784650310658115e-05,0.00083005560045827
off_off_three_and_out_rate_s2d,-9.570146203439212e-05,0.00011529781608420118
off_off_ed_success_s2d,-0.00010465904293308626,0.00011600623301041293
off_team_id,-0.00010706970746190425,0.00022210235476792091
def_starters_listed,-0.0001086824611024717,0.0007725265073058851
off_off_oop_rate_s2d,-0.00011232293129206372,0.00010242715277076892
hrush_x_adefrush,-0.00012189861786382483,0.0002677080974049064
def_def_rush_sr_allowed_s2d,-0.00012282504137721694,0.0004876332369622601
anet_rush_sr,-0.0001415817674695008,0.0009607821930303707
anet_rush_epa,-0.0001432287964774792,8.54478544489689e-05
def_def_rush_epa_allowed_neutral_s2d,-0.00015053080003268882,0.00022928607908561668
off_off_pass_sr_s2d,-0.00015712075068570198,0.00037735359484991035
def_def_blitz_rate_s2d,-0.00015779024062694268,0.00034933204174782237
def_last_points,-0.00015889257630601338,0.0005244800007674211
def_off_stacked_box_s2d,-0.00015932539565675086,0.000578939479251704
hnet_tdpd,-0.00016942153898278356,0.0006840860617532903
def_off_plays_per_drive_s2d,-0.00018754442681472304,0.0006898827269489507
sep_expl_rush,-0.0001909332657146656,0.0004984971865524246
def_team_id,-0.00019129505054920059,0.0001622885267950786
def_off_proe_s2d,-0.0001998554664047747,0.00020782052226577314
off_rest,-0.0002007069930727523,0.00014330477651389387
off_def_ed_rush_epa_allowed_s2d,-0.0002172266325611849,7.947321061515358e-05
def_points_per_play,-0.00021864615471818284,0.0015596407805134793
def_def_explosive_pass_allowed_s2d,-0.00022011099514871458,0.000726913644315144
anet_ed_rush,-0.00022778038936532852,0.0005101923193101367
off_consistency_pr,-0.00024035866184168864,0.0029116713055411226
off_def_3andout_forced_s2d,-0.00025152178216698574,0.0005438473491549735
pace_sum,-0.0002758623209096367,0.000605528550791486
off_starters_listed,-0.0002961061067022097,0.0004263434319139549
def_rush_edge_last3,-0.0002976780208459484,0.00035136387248794554
def_cover_streak,-0.00031520953898798163,0.0022331273511542863
def_skill_listed,-0.00031749777078216024,0.00013280225796263818
off_off_cpoe_last3,-0.000329332246844527,0.0031345691142801013
off_off_pace_s2d,-0.0003617660981702908,0.0005614468157452805
def_consistency_pr,-0.0003949414496672521,0.0005049764162951269
def_pass_edge_s2d,-0.00039562186593447015,0.00016105100142207443
off_off_drives_seen,-0.0003971664243216155,0.000161996021591299
def_def_early_down_rush_epa_allowed_s2d,-0.0004082631434258133,0.0003361327916001161
def_off_explosive_pass_rate_s2d,-0.0004118239259459866,0.0014512412144533921
anet_3out,-0.0004365564942372835,0.001105075696211461
off_off_motion_epa_s2d,-0.00045925350972781943,0.0003874890705396648
def_off_early_down_success_rate_s2d,-0.0004669925560277344,0.0003455906414306469
off_def_rush_sr_allowed_s2d,-0.00047487758808040237,0.0003129193299828836
def_def_3andout_forced_s2d,-0.0004828849188275308,0.00011006126157821497
off_def_td_per_drive_allowed_s2d,-0.00048688897689805886,0.00037015623184124164
off_oline_listed,-0.0005128511036497363,0.0004657850880626378
anet_tdpd,-0.0005253745956588007,0.0008977611174780913
off_def_explosive_rush_allowed_s2d,-0.0005487873314306447,0.001291736673033992
def_off_explosive_rush_rate_s2d,-0.0005619249527941461,0.0008086957364414432
hnet_ed_pass,-0.0005697506920680828,0.0012295235312044428
env_rush_sr,-0.0005712528392111116,0.0013845843543109347
off_def_pressure_rate_s2d,-0.0005809572359168236,0.0004203171942543179
def_off_motion_epa_s2d,-0.0006279439973541301,0.00046649772849098863
def_off_screen_rate_s2d,-0.0006637076312603796,0.0003863823581054039
def_def_pass_epa_allowed_neutral_s2d,-0.0006689549984594256,0.00039800172019689104
def_off_rush_success_rate_last3,-0.0006875110894026592,0.00042558991845981
nv_temp,-0.0006913990042569429,0.0005479803965168206
off_def_pass_epa_allowed_neutral_s2d,-0.0007268553515939358,0.00042700714546776053
off_def_ppd_allowed_s2d,-0.0007281051520682036,0.0007877687135142671
env_pass_epa,-0.0007315481957200553,0.0024759170800859815
def_off_rpo_rate_s2d,-0.0007561428117598634,0.0010291914822775012
def_off_pass_sr_last3,-0.000767545123266733,0.0019686489609682506
def_opp_3rddown_conv,-0.0007907569702737983,0.00162354572060793
off_off_early_down_success_rate_s2d,-0.0007935425885834624,0.0004591180325128546
anet_expl_pass,-0.0008084876011800413,0.0008208914711923196
anet_pass_epa,-0.0008493726765029352,0.0014214861171606594
off_def_pass_epa_last3,-0.0008565226770946621,0.0011701290191135675
hnet_ppd,-0.0009210231555432768,0.0014864898535520057
def_off_pa_epa_s2d,-0.0009242947876163087,0.000511729549698804
off_off_plays_per_game_s2d,-0.000990018280098992,0.001312986738952479
off_def_motion_epa_allowed_s2d,-0.0010090342492301342,0.0010127805370192128
ref_home_cover_pct,-0.0010186857384833826,0.002099069811215434
nohuddle_sum,-0.0010275914030675847,0.0007870190524850476
anet_pass_sr,-0.0010458993400427996,0.0011128127326404317
off_pass_edge_last3,-0.0010831814746149026,0.0011610496805336675
def_off_pass_sr_s2d,-0.0011462737538495693,0.0007924585228417429
def_def_early_down_pass_epa_allowed_s2d,-0.0011472165228119113,0.0004921514680136699
off_off_ryoe_s2d,-0.001148483329548755,0.0010085945535732949
env_expl_pass,-0.0011776958448914022,0.00033797717795140697
off_off_pa_rate_s2d,-0.001209598025829739,0.0032213507293252647
def_off_pace_s2d,-0.0012264812104092026,0.0008863011611846588
sep_mag,-0.0012332603150196908,0.0011672764229980087
off_def_rush_epa_last3,-0.0012635282301359796,0.0016646837282257255
def_off_rush_efficiency_s2d,-0.0013014720111319765,0.0012859220729886979
def_off_intended_ay_s2d,-0.0013500488710245007,0.002358650713468916
off_points_per_play,-0.0014381435947467657,0.0012741427664568821
exp_away_ppd,-0.0014714690644400674,0.0007236761212637129
anet_ppd,-0.0014870803225648377,0.001165163419169471
off_pass_epa_s2d,-0.0014975850466602213,0.0017525868557259389
sep_ed_pass,-0.001497875174854757,0.0013105553678530296
off_off_early_down_pass_epa_s2d,-0.00150021065737731,0.0004452949701125886
ref_avg_margin,-0.0015306736774693074,0.0011381999467706132
off_def_pa_epa_allowed_s2d,-0.0016153914765036914,0.000743259318889748
off_l3_scoring_margin,-0.0018020944230647152,0.0006994043754185181
def_off_time_to_throw_s2d,-0.0018228365032004312,0.0007677177568295041
off_last_allowed_points,-0.001856265217146391,0.0014491375021355617
off_opp_points_per_play,-0.0019212012160524593,0.0014503171143967998
off_off_pass_sr_last3,-0.0019894703849263175,0.002446570389706767
def_off_ryoe_s2d,-0.0023414063023470934,0.0016417740309346957
mismatch_mag,-0.0023551476371043377,0.000463685557586066
temperature,-0.0024178350276323757,0.0013794789946282244
off_pass_edge_s2d,-0.0024223572546996585,0.0009331055290474088
wind_mph,-0.002430530303162559,0.002711374424441953
def_opp_points_per_play,-0.002454624406998396,0.001517117659220342
def_off_cpoe_last3,-0.0025083218028434827,0.0008128703224715114
def_sos_pr,-0.0028780726621775664,0.0014763386667976995
def_redzone_scoring_perc,-0.0029165722005447315,0.006914229272999166
off_off_rush_efficiency_s2d,-0.0034677897420617664,0.0007717406359365439
ref_games_in_career,-0.003487646349629414,0.0016219577851749709
off_pass_epa_last3,-0.0036612833448661066,0.001672928330594337
hnet_expl_pass,-0.0037847682469081432,0.0008289802602958166
wind_speed,-0.004045388134987849,0.0006397933360063763
off_sos_pr,-0.006253030285208005,0.004043335462039526
off_off_plays_per_drive_s2d,-0.007266665255201121,0.0012330923982576362
